,images,text
23,275f8145-3459-4d97-9cda-9bab1c201a10.jpg,"['pqo', 'farmaci', 'eic', 'tfarmacia', 'farmacia', 'ne in de ', 'farmacia', 'gqi', 'dmerciencia y', 'ero', ' ', 'ma  es', 'etc', 'lico', 'demicio', 'po', ' ', 'servido ', 'cumado', 'k', 'hora', ' mají', ' e', 'ja todo ', 'dn', ' ']"
24,b1513f12-9466-4bb4-adab-869f2f36306e.jpg,"['ue', 'y', 'an']"
25,27dcbc29-2b34-4026-a17b-33c231d37707.jpg,"['ahorro', 'eino', 'yiehy', 'althiasiale', 'avene', 'farmacias', 'queremos', 'derma', 'ee', 'bien', 'del', 'a roqheposas', 'te al']"
26,20d1a1fb-6f1d-467f-9d0f-96c2e7758ba8.jpg,"['añorro', 'farmacias', 'na', 'a', 'ea', 'medicinas', 'ahorre', 'dr', 'a', 'te', 'del', 'naa', 'lr']"
27,60812721-ef2c-410e-956b-f078616ac508.jpg,"['ie  ', 'macia', 'po e l', 'áripe y tos', 'ea', 'e']"
28,c1cb276e-84ca-4fd3-96c0-16d0dbeffe38.jpg,"['eee', 'consultoric', 'an', 'nivea', 'o ce', 'ye', 'titulado', 'nacia', 'aderogyl', 'i medico', ' costo', 'jo ama  ', 'sa', 'tena', 'con', 'ae', 'bo', 'o', 'aa', 'vichy', 't', 'aa', 'a', 'py', 'ta', 'jrannati', 'sg', 'a', 'e', 'e', 'vichy', 'ey e', 'ec', 'p', 'u', 'x  a']"
29,21ba6cbb-5d52-42c8-9a67-9dca3007c8c0.jpg,"['ahorro', 'orientación', 'queremos', 'ncrs', 'ajado', 'farmacias', 'bien', 'del', 'te q', 's']"
30,f8d495de-0a97-4395-861a-6a23e3be2438.jpg,"['no', 'u', 'mobeticos', 'paparo', 'papro', 'y', 'e', 'e']"
31,cd4014da-2886-4c0f-b03c-19240b128cd1.jpg,"['enyéri_cvz', 'ultifarmacia', 'médico', 'ltorio', 'chv', 'torio']"
32,33e0512e-31c6-48e8-9807-6c1efda28144.jpg,"['distribución ', 'farmacias', 'mayoreo', 'medicamentos', 'eneo', 'médicos ', 'empresas', 'de', 'centro', 'clínicas', 'n de', 'da', 'ne']"
33,e0918a8a-44eb-460c-882e-f842b4a79525.jpg,"['farmaúnica', 'aomocione', 'ta', 'oool', 'medicamentos', 'e', 'aeao', 'o', 'pe', 'eu', 'hec', 'ae d  aae', 'diabel ', 'au', 'ea', 'o', 'ee', 'eléfono', 'y']"
34,8d0b6f96-054a-4339-aa73-bf932101b77b.jpg,"['farmacias', 'queremos', 'pderogyl ', 'ghuáéma', 'bien', 'c', 'aderogya', 'sólo', 'sólo', 'te', 'del', 'utiliea tu', 'es', 'pl', 're', 'as']"
35,d739d83b-c0b5-428c-a6cd-92ba950d09a4.jpg,"['farmacias', 'farmacias ', 'd', 'similare', 'vie', ' barato', 'lo mismo peí', 'n', 'taxi', 'no', 'ae', 'ro mas e', 'e', 'ts']"
36,1f3026e7-2c64-414b-842f-f1d003b79c63.jpg,"['farmaºiam', 'medicamentos', 'dey', 'v', 'y', 'productos e', 'at', 'sde', ' pamos', 'e', 'más', 'acumula', 'en', 't']"
37,4d93333b-fa50-4a85-80b2-3036aae07acc.jpg,"['cfarmac', 'pajares', 'arm', 'donle play', 'asta', 'a tu vida', 'bedovecta', 'complejo', 'fólico', 'acido', ' t', 's', ' copudis', 'd', 'fuo']"
38,50f084dd-8a0e-4b74-9a31-eb0bdb362261.jpg,"['jsentiu', 'queremos', 'e uctettos d', 'ahorro', 'specieialas en hu p', 'farmacias', 'funterdonglas', 'bien', 'ia', 'del']"
39,9e39316a-95fe-47ee-b820-15e9854fcfd7.jpg,"['armacie', 'ney']"
40,7afe5039-ead0-4d14-82a0-9c7f4d48ddf2.jpg,"['irpmaci', '_l sol', 'pedro', 'san ', 'doufs', 'posments', 'de', 'ro']"
41,e972822c-7fb3-449c-8586-1fc85e3e1067.jpg,"['farmacias', 'prsultorio', 'sest', 'mole', 'sarato', 'medico', 'o pero', 'mas', 'lo ', 'juey']"
42,4049d605-1e9c-423b-82ab-c58743be0123.jpg,"['ahorro', 'quelemos', 'farmacias', 'bien', ' del', 'n y']"
43,7cee9f87-d43e-43f5-a45e-fb39bf446791.jpg,"['tsidre', 'at hl', 'ye p', 'eponos', 'mirrer', 'sanbiy', 'san', 't', 'are', 'acia', 'fe']"
44,8b1c5993-1526-4eed-9956-15da0a0e70b8.jpg,['avilena']
45,30ea7e36-e8c0-47fd-a3de-12747be0df9f.jpg,"['similares', 'frienestor', 'oeente', 'best', 'acias', 'barato', 'itos ms', ' ls que menós', 'medico', 'n', 'far', ' pero', 'hrs', 'misn', 'r', 'para ayudar a los qu', 'fundacen ', 'aa', 'mn', 'a au disponición ', 'mas ', 'yat', 'te', 'fa', 'loo']"
46,eff98b7b-9d06-43f9-bf91-862f78e72b78.jpg,"['e', 'íneg_íºa', 'b al murdo de hay', 'sl', 'ne', 'paslo p', 'dt', ' j metró pl', 'i', 'trido tipe de']"
47,a1221aba-2d10-494a-a1fb-eb51d343a809.jpg,"['armac', 'adala', 'b', 'ta', 'c']"
48,27bb935f-339d-4859-92d5-2a7e762d32a2.jpg,"['t', 'farmacia', 'farme', 'aco', 'dl', 'eslo e', 'macias', 'e', ' ma ides', 't', 'bebidas', 'snacks', 'n', 'd', ' consultorio', 'e', 'aquíi', 'ta', 't', 'e', 'ayuda ', 'e', 'ux']"
49,8dfdc406-aa8c-4a75-be9d-0abe3a79c3aa.jpg,"['farmacias', 'besia', 'similares', 'c', 'nsultor', 'pero', '_ mism', 'i', 'barato', 'medico', 'mas', 'e cd']"
50,26ea0de6-d75b-451a-be24-71fe130e53c8.jpg,"['serentan', 'barato', 'mas barato', 'qnn', 'to', 'naciac', 'mismo f', 'pero ', 'todo', 'ne', 'e', 'ra', 'e e vl', 'y']"
51,734f2880-56b0-4283-82d2-54bba9517ea5.jpg,"['farmacia', 'a t']"
52,7d747041-3864-4b56-b71c-ca84dbcd9ab8.jpg,"['ahorro', 'abié', 'y queremos', 'famacias', 'ahorro', 'bien', 'consentimes', 'del', 'las', 'atipal']"
53,53d72282-f9a6-4a1b-9ddc-8b6abf895b41.jpg,"['armací', 'lares', 'tto', 's simil', 'barato', 'drsimie', 'p', 'mismo', 'cevt mist', 'er r', 'pero', 'e', 'mas', ' ar a', ' lo', 'neo', 'p', 's', 'emones', ' sueros']"
54,782b3059-7cc8-4aed-8770-51db45ef9c93.jpg,"[' farma é', 'fí ', 'pa', 'i', 'ez']"
55,68bacd97-3581-40aa-8beb-7ca75359a272.jpg,"['aa', 'añorro', 'farmacias', 'y ic', 'bosillo ', 'medicinas', 'ea', 'é', 'ahorre', 'pase', 'hasta', 'usted', 'peente de pev', 'dr', 'del', 'o', 'z', 'a', 'pe']"
56,61aa2c03-a997-46c7-81f6-aa007806fa80.jpg,
57,751add4e-685b-4383-9e08-bdceb35ba218.jpg,"['qer aprcn fo', 'nre', 'farmácias', 'edico', 'iii ', 'seryicio', 'entrega', 'y tón lic l leoc e ia', 'al alcance ', ' domicilio', ' todos', 'saluda', 'maás', 'hrs', 'id', 'tel', ' de t']"
58,d9bac0c0-bf33-4064-b687-478e43fa7e1e.jpg,"['ahorro', 'farmacias', 'queremos', 'bien', 'del', 'te']"
59,a47ccf73-b43a-4953-939b-08649f3e49e4.jpg,"['ahorro', 'qeremos', 'abiert', 'ahorro', 'bíer_ñ', 'famacias', 'las', 'el', 'del', 'ac']"
60,98cff0f4-7f7c-406a-80c2-748d79abfb1a.jpg,"['r eu tuia', 'fuda', 'or', 'd']"
61,c6f841e2-e2a1-4ea3-9d57-e715f3745618.jpg,"['tente', 'generic', 'farmacia', 'rma', ' ymc', 'peqalo', 'a', 'bety', 'ea', 'bety', 'n']"
62,88e9da33-4999-449a-ac6d-5a342498a7ed.jpg,"[' i', 'sultorio', 'en', 'oroma', 'eun']"
63,d038dcee-f7b4-46dd-842f-459c3d6b8824.jpg,"['senerg ', 'farmacias', 'd', 'sentiras', 'la', 'e', 'do', 'ey']"
64,1b796c45-afaf-4c4c-a08b-aa35ee6246dd.jpg,"[' sarmacia', ' becthover', 'o', 'ortopedir e', 'mde', 'a', 'taxi']"
65,7906d878-8296-468e-99a3-e18a8016661d.jpg,"['i_ n iiihii', 'chinampa', ' u', 'y', 'n', 'ac ']"
66,66006805-6f8c-43a8-8405-41e2d5307875.jpg,"['abierto', 'ahorro', 'ahorro', 'farmacias', 'qqueremos', 'farmacias', 'bien', 'te', 'del', 'del']"
67,9472cf3a-3064-462a-a7ee-7bdcb70bd2cf.jpg,"['y ál ', 'if', 't al', 'd ny', 'temacional', 'r', 'tt', 'eciustl', ' calida', 'inazil', 'cea', 'aquí', 'f', 'nazil', 'uo taro', 'naa', 'r']"
68,df6bc616-bf60-49f9-af10-81714e9c6e3f.jpg,"['r__m', 'je descuente', 'y medicina', 'patente', 'excep', 'ane', 'otc', 'etexto', 'm ']"
69,cd99f1af-0724-411d-96be-c11dd24753b1.jpg,"['e', 'copo ', 'su', 'idonoe', 'nuests', 'g', 'ñ']"
70,8be001fc-32cd-4aeb-99a2-0e959165029d.jpg,"['euienestore', 'farmacias', 'similares', 'anos', 'as baratc', 'lo mismo', 'pero']"
71,11fc6791-914e-4c53-bd4e-fb357b0dac42.jpg,"['parmacias', 'consulte', '_mrtates', 'o', 'a']"
72,d0f6dc94-d80d-4656-b00f-5c385212d774.jpg,"['ilares', 'barato', 'simil', 'far', 'mas', 'ea', 'e']"
73,096d5796-f089-4d34-8a70-b2ca46269fbc.jpg,"['solicita', 'ro', 'ea', 'e', 's del', 'o', 'ero', 'd', 'c', 'a', 'o tt', 'b', 'lentre', 'su', 'con', 'r', 'e te', 'an', 'ym', 't ac', 'ta', 'twici', 'm']"
74,06c45765-c25e-40ef-a05d-cd9ba5b3e5d3.jpg,"[' afían', 'r', 'á', 'íet', 'l', 'arbraxol', 'lr fr__íl', 'figral', 'l', 'l', 'i', 'x ', 'ha', 'tab']"
75,f8590a61-4d7f-4f24-bc50-1a08642c648e.jpg,"['da', 'pecializtas en u paí', 'ahorro', 'queremos', 'fintutiv', 'e queremos', 'farmacias', 'ó', 'tt', 'bien', 'rupiel', ' bien', 'ea', 'm', ' _', ' del', 'n areba', 'te q']"
76,1679d5fc-19cc-423d-abb8-334270900d66.jpg,"['s similares', 'farmacias', 'e', 'nneo', 'barato', 'amdaro', 'evc', 'pero', 'servicios y', 'mismo', 'mas', 'o', 'uno']"
77,62ff880f-7daa-40a8-82ce-2fdae77aa1b4.jpg,"[' l e ee', 'jº f i', 'n', 'e', 'farmacia', 'e', 'n', 'maría', 'certieic', 'a', 'mo']"
78,1af770eb-353d-42aa-adb0-f94762444656.jpg,"['ahorro', 'farmacias', 'medicinas', 'naa', 'ahorre', 'bolsillo', 'p', 'u', 'hasta', 'usted', 'ek', 'de', 'dr', 'del', 'aa a', 'el', 'í']"
79,cda01692-bcda-4ef5-b415-aca992de055c.jpg,"['farmacia', 'ec', 'yaerimos', 'cionamiento', 'pase usted', 'farmacia', 'pco a dooo', 'farmacia', 'consultorio', 'famacoriccon', 'emiecencia', 'farmacia', 'domicillo', 'aliza ty pedios', 'etc', 'servicio a', 'lhora', 'ra', 'inunza es', 'cada', 'cumado', 'a todo ', 'ec', 'lú ', 'ec']"
80,02d5e88b-4472-4b35-bc9a-9d57f94ceb18.jpg,"['gio', 'farmacias', ' e ', 'en genéricos', 'pachot', ' experto']"
81,8ce89197-bc00-4123-b0b1-11c72d7f8684.jpg,"['m', 'a', 'mfu', 'n']"
82,c65ad97d-6db9-497a-818f-87cbf888cf5d.jpg,"['análisfó', 'clinizos', 'cno', 'one', 'un', 'medic', 'o', 'en', 'e seu p', 'l n', 'te', 'e besilia', 'i', 'jper', 'oyo', 'perp y', 'y w', 'ds', 'a']"
83,b1c79ec8-7aac-4c3f-aead-ed0444c882aa.jpg,"['ahorro', 'tegueremos', 'cia', 'bien', 'farmacias', 'suel']"
84,f63fcef4-f010-4c0d-a48f-6ef6558635f0.jpg,"['ahorro', ' queremao', 'farmacia', 'del', 'bion']"
85,b5d0edd2-38fe-4942-85d0-98351def02a7.jpg,"['farmacias', 'e', 'farmacias', 'similares', 'ciasisime', 'are', 'o mibano peno ma']"
86,2f16fe99-66b5-416c-a70b-0830906f1712.jpg,['penav']
87,5004f61b-66f4-44c6-9ce3-6ba240507580.jpg,"['dl te ', 'bebidds', 'ea ae', 'olamientos', 'p', 'farmacias ', 'x', 'cialis']"
88,7b811a48-d401-4a65-91a8-05bb12ebd30c.jpg,['farmícl']
89,bc6a5fcf-b835-46d5-be89-664e10caa161.jpg,"['t', 'y', 'nntp', 'n', 'u', 'ºascºa', 'mn', 'y cluí', 's de', 'n']"
90,86cdf830-92ba-40f1-96f4-c07845a0726f.jpg,"['e descuemb', 'rmacia y', 'deptos', 'a', 'qnntente']"
91,7e5a2b2f-7409-4cbf-a8c5-d144c5d5ae71.jpg,"['mn', ' ítf q', 'agustin', ' lvv_i wm lí  mí', 'na ', 'ty', 'nueva', 'q']"
92,d132b86f-62d9-468a-98b6-36dfb89b2f5b.jpg,"['aa', 'áxf ', 'dom', 'chaai', 'ma', 'snake', 'marros', 'tt', 'aun ', 'aoreri ', 'patente', 'ma', 'seña', 'lanes ', 'c', 'uy', 'n', 'a', 'abados']"
93,36fb7f5f-7a65-4aa8-96e6-6772bef4a2b5.jpg,"['u', 'greuo', 'conta farjar', 'saíú', 'irulo de  zatad ', 'fa cnenta', 'salue org', 'pregunta ', 'ceroulo ', 'benito ', 'mno y', 'e', 'de', 'ar ar', 'a por', 'oe r', 'ea']"
94,e5695da2-74c2-4aeb-a8fc-931702a639a3.jpg,"['siniláres', 'farmacias ', 'similar', 'barato', 'baratos', 'pero', 'mismo', 'pero', 'smo ', 'nojas', 'e hrs', ' was ', 'o', 'mas ', 'lo']"
95,4aa26a10-72c7-410e-9df0-cdda5752177e.jpg,"['te', 'esdes', 'farmacia', 'befreca', 'ampice']"
96,71bbc7c4-8a51-47ea-bd43-f6faa08cc26b.jpg,"['mmouo', 'gordit', 'caldo', 'pollo', 'rn', 'c', 'smízxu', 'p', 'n', 'lotisug', 's snl', 'lres', 'efe']"
97,1eb7428f-7c9e-45a7-b371-aeb2c3e28414.jpg,['farmi']
98,9f54f88d-f380-4059-b17a-bd16bf1ff86a.jpg,"['xrmag', 'r ', 'intex', 'intex']"
99,ab6515d1-3f99-417a-b5eb-7555299257b6.jpg,"['medico', 'similares', 'bará', 'aa ayuca', 'meoposició', 'e', 'pero', 'poneñs', 'mismo', 'u e', 'lo', 'mas', 'ralos', 'sceo']"
100,7841b6d5-7d6b-4156-bc50-e3884cd6a47f.jpg,"['faración', 'iltlase nor', 'º_', 'nida', 'npo', 'eviccio a', ' ', 'cilio']"
101,8eb2c652-91b8-4217-bf50-dcebf4283906.jpg,"['irmacias', 'vismopef', 'consultorio', 'sbarato', 'best', 'azo', 'ares', 'e su disposición', 'medico', 'infinitum', 'infinitam', 'simil', 'netfliy', 'netflix', 'menos lern', ' u', ' caardidao', 'e', 'tom', 'tos que ', 'ú', ' a ee', 'dr simie', 'i pero mash']"
102,bf38b789-cc6a-4522-833a-959f40c7bd94.jpg,"['la', 'gao', 'as']"
103,baab365d-af7a-4182-944f-3ef9284f4cf3.jpg,['eo']
104,86cc999c-4286-4c07-85f7-147fd3a24133.jpg,"['naa', 'iºrng ', 'medies', 'ecar', 'consul', 'farm', 'rio', 'cim']"
105,2519097f-db0f-4839-b910-6f1b582b9bf7.jpg,"['errejeria', 'rnan', 'farmacias', 'riuenestor ', 'comercial', 'tsmopero ', 'abloy', 'r', 'f', 'consultorio', 'lares', '_m', 'simil', 'e', 'ec', 'barato', 'mas', ' medico ', 'la', 'z', 'r']"
106,b90e63e7-eae8-49bc-93a6-83d0e0dfb6fd.jpg,"['farm', 'ntel', 'onsultof', 'jam', 'dental', 'uñas', 'o', 'bruj ', 'poglnerer', 'x g', 'sábado', 'eca', 'a', 'eweel', 'tel', 'pm', ' cqlíni', 'y', 'de', 'de', 'n', 'e', ' cd', 'h']"
107,eccc0e6f-dbab-4c8e-9061-553f5ffaef44.jpg,"['o', 'armaci']"
108,2623fcc7-5bd5-48c2-bf49-e75007b9a58e.jpg,"['armano', 'ricos', 'bañaj', 'ae', 'y ', 'confiables', ' m', 'cdmx', 'ica', 'taxi', 'quilo']"
109,59e42661-67bd-488e-89ae-26307373a9dc.jpg,"[' r', 'has', 'e centantiajeos', 'telefonicas', 'recargas', 'tonsura', 'ee', 'pague', 'simi', 'medico', 'conomía', 'tes', 'pamildr', 'drla pa', 'mas', 'fabtola tell', 'salud', 'nqu ', 'pro', 'no', 'q']"
110,99e94339-6033-41cf-8420-623406b21025.jpg,"['o an o', 'santa elena', 'm', 'gaurja']"
111,bf33a8d3-c4e6-462a-ad8c-6410dd5c8d58.jpg,"['o', ' fad', 'psest', 'a', 'ea', 'a', 'x', 't', 'en', 'u', 'i', 'a', 'mtono', 'liwín y', 'uºlvshnnn', 'wtmmn', 'a', 'm', 'uu', 'se', 'te', 'me', 'p', 'nn', 'síalv', 'b']"
112,e5941848-947d-4d8e-bb96-59e26bfc49c3.jpg,"['armacias', 'domicilio', 's', 'servicio', 'aedicam', 'damos', 'tel', ' entos', 'mas', 'ine', 'te', 'en', 'anotrro', 'de']"
113,f2833d85-8871-4f00-8845-47e4823720af.jpg,['v']
114,32ff8c87-22fa-485d-a295-8f973051330d.jpg,"['n pable', 'g', 'ece', 'e', 'e']"
115,8e3ee896-ee1a-4c4e-833a-6c2502de5445.jpg,"['s', 'd', 'on']"
116,96688dad-6bc8-4cfd-96ee-8d7af3194546.jpg,"['ímií', 'servilletas', 'recargas', 'de', 'd', 'fu', 'refrescos', 'botana', 'jabón', 's desechable', 'maruchan', 'ec', 'embotellada', 'sanitarias', 'e', 'maíz', 'toallas', 'n tai', 'oo', 'ia', 'productos', 'vasos', 'ra', 'eagua', 'n', 'café', 'e', 'a ucursa', 'e', 'e', 'ye', 'baño', 'hapuñtans', 'super', 'ueidse', 'hasta', 'l', 'de', 'a', 's', 'de', 'r', 'de oe']"
117,c584c89e-08fd-4d8a-963e-46cdc302c4cb.jpg,"['farmacias', 'ibienestor', 'femos', 'píuras ', 'o simlares', 'y ae', 'e', 'eoe lec', 'confianza ', 'r', 'consulton', ' barato', 'avorito', 'd', 'mismo', 'pero', 'r', 'ee', 'menico ', 'mas', 'pinta', 'hrs', 'best', 'lo', 'berel', 'oferta', 'pinta', 'cont', 'e', 'e', 'n', 'eiy']"
118,e5fb332e-e550-401c-abcc-0fe132f9f365.jpg,
119,02eadb86-c5f9-452f-94fd-da2e94037655.jpg,"['arícl', 'súper', 'b  pel', 'genéricos', 'rt', 'ar', 'predias', 'pago de', 'any de cy', 'mecicamenoo', 'especialidag', 'patente y', 'teléfongs', 'lofe', ' agua', 'múlas', 'de ', 'luz']"
120,2c555962-85cf-4111-83c6-b616fb9718e1.jpg,"[' anorrof', 'rm', 'm', ' del', 'aluyimi', 'jale']"
121,69fb733c-b38e-467b-8861-a5bc3be17ad9.jpg,"['ivides', 'penav', 'e', 'ecn', 'ee', 'cuidado d', 'purt m', 'servicios', 'ra', 't', 'pago de', 'tarmacia', ' snacks', 'bebés', 'tca', 'quí emviar']"
122,283c03d1-ea2e-4059-96ee-ba51ddaabe25.jpg,"['faflñaáas', 'dtt', 'del']"
123,20686466-f57a-4c7f-85cb-823629eb64a2.jpg,"['armator', 'm', 'recargas', 'telefónicas', 'gracias ']"
124,45d419a3-07cc-4bbc-b9de-df8186b855d3.jpg,"['completas', ' plantas', 'orientación', 'te queremos', 'ta', 'u', 'registro', 'nei', 'gobieno', 'civil', 'erande', 'biens', 'juridica', 'estado', 'agistro', 'consejeria', 'civil', 'méxico', ' general', 'pirección', 'a', 'ne', 'd', 'y del', 'h e']"
125,16b82f09-8213-4e8d-ac58-e61b91a3b265.jpg,"['rmacias prote', 'genéricos', 'consulto', 'patente']"
126,60810237-8cdb-4f11-b768-0b3b8728e7b0.jpg,"['dt', 'k', 'lyá', 'uado']"
127,98a1b2c5-537e-44a6-918b-998a48ff180b.jpg,"['enomanino', 'farmacias', 'transito', 'q smopero m', ' mas barato', 'u', 'locadi', 'barato', 'best', ' mismo', 'o pero', 'imas ', 'o', 'consultorio medico', 'similare']"
128,2cff4724-455e-49d1-a8ac-310920255ffc.jpg,"['farmatodo', 'ofe', 'recetos', 'mn']"
129,9835d08b-62d1-4c74-9632-dc6d88875184.jpg,"['fearnacia', 'nn y mn te on', ' radoni', 'acias', 'prpumeria y rec', 'jeisco', 'io', 'as', 'ductos', 'frane', ' ofertas pecmanentes', 'ina', 'm']"
130,f0da5ac7-26a2-4e8a-9bef-b8144a94f05b.jpg,"['cao ae', 'apno ', 'an', 'svn', 'enl', 'ar a', 'e', 'n']"
131,5ccdebf7-dc13-480b-ad28-3e509e74a1cc.jpg,"['al l ad', 'nn á', 'flanar', 'y niidsy', 'n', 'ts', 'n', 'o e u', 'vido', 'kinder', 'o y', 'r', 'do', 'dn', 'fulta', 'fu', 'fu', 'ho', 'ti', 'fun', 'e', 'nido', 't', 'e', 'me']"
132,b5fc138b-8197-421b-a784-26348f55d592.jpg,"['farmacia', 'n', 'ofreciendo el mejc']"
133,c6b32f4b-9f4b-4feb-8042-4ba5178e0e7a.jpg,"['armach', 'mas', 'bco', 'lo']"
134,fe97a5a6-c94d-4a5b-9f56-b82dfca8f7a0.jpg,"['j', 'su']"
135,e97bdde3-bbc5-401a-b878-391806413b1b.jpg,"['farmacias', 'farmacias', 'similares', 'similares', 'barato', 'mismo', 'pero', 'c', 'e', 'mas', 'co']"
136,472ce46b-fab3-43ae-8286-ad6cfb5ec6a8.jpg,"['te', 'hoza', 'de']"
137,4252f64f-78c5-490b-95f9-5ee416dccb02.jpg,"['etc', 'farmacia', 'ya abribos', 'yeeo', 'cdomx', 'sa', 'farmacia', 'taxi', 'me', 'farmacia', 'breucieteces', 'bco ds', 'dmiecinca', 'etc', 'aa', 'servicio a', 'afia', 'ux', ' cumado', 'do a on', 'ltodo y', 'e', 'el', 'nc']"
138,18e1ce18-284a-47c7-8821-e681340c404f.jpg,"['irmaci', 'epo', 'simila', 'barato', 'oienestar', 'mismo f', 'pero', '  uio', 'mas', ' lo', 'simie', 'ao', 'dr', 'e']"
139,f20cd3dd-ee8d-46ce-941c-c93e2e3255d2.jpg,"['ar pable', 'armacia', 'tiéndelo con deneai', 'f tne s it', 'wnimels comrass  é']"
140,897c9008-4883-46b4-8731-96adc26cdf67.jpg,"['farmacias', 'ab barato', 'similare', 'besi', 'preruy', 'a', 'o', 'z', 'oo']"
141,220a4930-0cff-4a1c-b125-bace881cc784.jpg,"['r', 'abrios', 'q hm', 'e', 'an', 'sn']"
142,03e66cb3-0e43-4ed2-a077-572efff9db8b.jpg,"['farmacias', 'similares', 'barato', 'i ', ' mismo', 'p pero', 'lo', 'co', 'mas', 'e', 'ée']"
143,6138fcdd-1fe5-4074-8a30-de8641f1fc77.jpg,"['alta', 'e', 'yaa', 'de', 've', 'da']"
144,dd9069d3-3114-466d-ae99-07a0ba0c8dad.jpg,"['penavides', 'farmacias', 'dey', 'forimaa', 'a', 'a', 'e']"
145,5ad284a2-e26e-4f6d-920c-c47329564b1e.jpg,"['farmacia', 'y similares', 'ilféi', ' misn', 'barato', ' pero ', ' mas', 'cunes']"
